TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39633348343104749,80613,2719,106.58836182484556,56.97783725858229,0.1753,4.0,GALAXY
39633348343105112,80613,2539,106.62776581921938,56.9267118408883,0.3401,4.0,GALAXY
39633348343105407,80613,2537,106.6591098354866,56.9001191530251,0.0,4.0,STAR
39633348343105726,80613,2504,106.69647743284828,56.92569631947859,0.1306,4.0,GALAXY
39633348343105928,80613,2514,106.72022700096768,56.88527303082486,0.1297,4.0,GALAXY
39633348343106215,80613,2509,106.75355452945568,56.9488428378168,0.1678,4.0,GALAXY
39633348343106439,80613,2703,106.7748499391768,57.05710193680892,0.0921,4.0,GALAXY
39633348343106588,80613,2749,106.79007035853,57.02051026273086,0.1682,4.0,GALAXY
39633348343106689,80613,2534,106.79953267836709,57.00065249196216,0.2326,4.0,GALAXY
39633348343106728,80613,2700,106.80246253803756,57.10197505700178,0.0005,2.0,GALAXY
39633348343107140,80613,2538,106.84228606967947,56.94421156259936,0.4862,4.0,GALAXY
39633348343107182,80613,2521,106.8469978330762,56.92049847840769,0.3281,4.0,GALAXY
39633348343107248,80613,2704,106.8520805560783,57.050020678337575,0.0919,4.0,GALAXY
39633348343107748,80613,2747,106.90230908206362,57.10074142879278,0.0932,4.0,GALAXY
39633348347298107,80613,2612,106.92877605756156,57.00820278548586,0.2579,4.0,GALAXY
39633348347298350,80613,2610,106.95715071414858,56.979034320525024,0.1983,4.0,GALAXY
39633348347298549,80613,2732,106.97909453854822,57.04766247442735,1.2763,0.333,GALAXY
39633348347298765,80613,2616,107.00390469015645,56.92846513167027,0.3539,4.0,GALAXY
39633348347298819,80613,2647,107.00928992216804,56.888793120301,0.4843,4.0,GALAXY
39633348347299014,80613,2707,107.0288774707074,57.06639445663564,0.4917,4.0,GALAXY
39633348347299038,80613,2734,107.03093816616848,57.12080621801355,0.0997,4.0,GALAXY
39633348347299176,80613,2649,107.04369166411706,56.95479055800416,0.0927,4.0,GALAXY
39633348347299377,80613,2642,107.06257350439336,57.02977303823686,0.6205,4.0,GALAXY
39633348347299465,80613,2629,107.07000588631296,56.88967873362039,0.3442,4.0,QSO
39633348347299479,80613,2637,107.07143062867458,56.9206655203917,0.39,4.0,GALAXY
39633348347299749,80613,2746,107.09775129012992,57.11103452885279,0.2537,4.0,GALAXY
39633348347299793,80613,2603,107.10258634358436,57.06011988639861,0.1003,4.0,GALAXY
39633348347300077,80613,2613,107.13117912086788,56.96435564002231,0.2571,4.0,GALAXY
39633348347301345,80613,2624,107.2477586052317,57.07667061690575,0.348,4.0,GALAXY
39633348347301435,80613,3385,107.25740133050216,56.91645451685744,0.1792,4.0,GALAXY
39633348347301731,80613,3386,107.28715085749148,56.96930039244661,0.1771,4.0,GALAXY
39633348347301835,80613,3367,107.30037671475908,56.89068327432098,0.0528,4.0,GALAXY
39633348347302433,80613,3378,107.35952550952062,56.92711902773825,0.0,3.5,STAR
39633348351492347,80613,3025,107.3805680910152,57.08568055102771,0.2746,4.0,GALAXY
